domain,company_name,person_company_name,company_key_label,country,city,workforce_total,revenue_annual,funding_total,founded_year,industry,description,fit_reason,company_sources,first_seen,person_name,title,linkedin_url,person_key_label,location,status,person_sources
mizar.com,Mizar,,accept,United Kingdom,London,6,1100000,3000000,2021,,"Mizar is a non-custodial on-chain trading platform designed to make decentralized trading as seamless as traditional markets. By combining self-custody, advanced automation, and AI-driven tools, we empower traders to execute smarter, more powerful strategies directly on-chain.",UK non-custodial trading platform for individual traders; revenue $1.1M and funding $3M meet thresholds.,eval_angles20,2026-09-05T07:39:24.347143+05:30,,,,,,,
monolith.xyz,Monolith,,reject:defunct,United Kingdom,,3,3100000,16700000,2017,,"Hi, we’re Monolith. Our goal is to pioneer making it easy, safe & fun to grow money, using the power of decentralised technology.  We’re a high-performance team of around 30 people. We have freedom and responsibility, a culture that encourages innovation, offers ownership and embraces knowledge shar",UK consumer crypto/money-growth app with $3.1M revenue and $16.7M funding within qualifying private band.,eval_angles20;eval_base20b;eval_or20;eval_strict20;eval_words20,2026-09-05T07:39:24.347143+05:30,,,,,,,
muddymatches.co.uk,Muddy Matches Ltd,muddymatches.co.uk,accept,United Kingdom,,4,10000000,,2006,,"Award winning, family owned and trusted by farming and rural communities since 2007, Muddy Matches is the UK's leading countryside online dating experience by a clear country mile.  Aimed at people who aren't averse to a spot of mud on their boots, Muddy Matches is the original home of UK farmer dat","UK dating platform with $10M revenue, within the required range and self-serve signup.",eval_base20b;eval_proof-ondato;eval_words20,2026-09-05T06:43:30.175939+05:30,Lucy Reeves,Owner,https://linkedin.com/in/lucy-reeves-8b69337,accept,"Greater Northampton Area, United Kingdom",verified,eval_proof-ondato
muzz.com,Muzz,,accept,United Kingdom,London,112,1000000,11005495,2015,,"Muzz - the worlds biggest and best Muslim marriage app.   Over 10 Million members worldwide, over 500,000 successes. Raised a total of $9M and backed by Silicon Valley based Y Combinator.  Where Muslims meet.","London dating app with $1M revenue and $11M funding, self-serve signup, privately held.",eval_base20b,2026-09-05T06:37:09.148885+05:30,,,,,,,
mymojo.com,Mojo,,accept,United Kingdom,Islington,26,,4425297,2019,,"The quality of your relationships determines the quality of your life. Your confidence. Your happiness. Your health. Yet the expertise to actually improve them has never been accessible. Until now.  Mojo is the first expert-led platform for dating, sex, and relationships. World-leading psychologists","UK relationship platform with self-serve app used by 900,000+ users, funding of $4.4M fits the band.",eval_words20,2026-09-05T07:31:11.208488+05:30,,,,,,,
mypryme.com,Pryme,Pryme,accept,United Kingdom,Newport,20,,2577675,2018,,"Pryme App is a mobile only banking platform delivering seamless, cost effective and customer focused financial products that meet the everyday needs of every gen z",UK mobile-only gen z banking app with $2.58M funding fits consumer self-serve fintech band.,eval_base20b;eval_or20;eval_proof-ondato;eval_strict20;eval_words20,2026-09-05T06:37:09.148885+05:30,Edoka Idoko,Chief Executive Officer,https://linkedin.com/in/edokaidoko,accept,"United Kingdom, United Kingdom",verified,eval_proof-ondato
ovalmoney.com,ovalmoney.com,,accept,,,,,,,,,,eval_basep;eval_domainp;eval_or20;eval_profilep;eval_sizep;eval_sizep2;eval_strict20,2026-09-05T07:00:09.905598+05:30,,,,,,,
payitmonthly.uk,PayItMonthly,,reject:excluded-type,United Kingdom,Cheltenham,23,,13388700,2015,,"We are a FinTech business in Retail Finance enabling retailers and service providers to offer their customers interest free loans and BuyNowPayLater.    - All loans interest free   - Loans are from 2 to 12 months  - No minimum criteria, new and small businesses accepted  - Broker introductions welco",UK BNPL/retail finance provider with funding within range; no disqualifying traits.,eval_angles20,2026-09-05T07:39:24.347143+05:30,,,,,,,
payl8r.com,Payl8r,,reject:excluded-type,United Kingdom,,25,24860606,55306828,2014,,"Payl8r | Retail Finance for UK Businesses  Payl8r helps UK merchants grow by offering their customers smarter, more flexible payment options at checkout, both online and in-store.  We provide FCA-regulated consumer credit from £50 to £3,000, with repayment plans ranging from 3 to 24 months. Whether ",UK consumer checkout lender with revenue and funding within range; no vendor/agency traits.,eval_angles20,2026-09-05T07:39:24.347143+05:30,,,,,,,
paymiq.com,PAYMIQ,,accept,United States,Lewes,2,,3000000,2021,,"PAYMIQ is a global fintech brand operated by PAYMIQ Inc. (USA), leading a group of licensed financial entities: 	•	🇺🇸 PAYMIQ MONEY WY INC. — U.S. Money Services Business (MSB) under FinCEN (#31000296998899) 	•	🇨🇦 PAYMIQ Financial Group Ltd. — licensed by FINTRAC Canada (M21430455) 	•	🇵🇱 PAYMIQ Europ",US fintech serving global users with licensed payment services; funding of $3M fits required range.,eval_angles20;eval_base20b;eval_or20;eval_strict20,2026-09-05T07:46:02.65389+05:30,,,,,,,
peymo.com,Peymo Ltd.,,accept,United Kingdom,London,1,,5599999,2022,,"582M+ people own crypto — but less than 0.1% can spend it in real life. Peymo is the AI‑first hybrid banking platform that closes this gap.  We bring crypto into everyday life by combining a non‑custodial crypto architecture, global stablecoin payments, and multi‑provider fiat rails into one unified","UK-based crypto payments app for consumers, funding within range, no excluded traits.",eval_angles20;eval_base20b;eval_home20dbg;eval_or20;eval_proof-ondato;eval_strict20;eval_words20,2026-09-05T07:39:24.347143+05:30,,,,,,,
plend.com,Plend | B Corp,The Money Platform,accept,United Kingdom,London,21,1500000,46582679,2020,,"Traditional credit scores are outdated and offer a very limited picture of what people can actually afford right now and in the future. As a result, many of these people fall into the trap of short-term, high-cost credit or predatory lending that only provide stop-gaps, not solutions.  It’s time for","UK open-data consumer lender with revenue $1.5M and funding $46.6M, both within required bands.",eval_angles20;eval_basep;eval_domainp;eval_or20;eval_profilep;eval_proof-ondato;eval_sizep;eval_sizep2;eval_words20,2026-09-05T07:46:02.65389+05:30,James Pursaill,CEO and Co-Founder,https://linkedin.com/in/james-pursaill-83b1831ba,accept,"London, United Kingdom",verified,eval_basep;eval_proof-ondato
privy.io,Privy,,reject:unreachable,United States,New York City,50,1000000,41300000,,,Wallet infrastructure for modern money movement. Powering 100M+ accounts and billions in volume with low-level APIs for stablecoin payments and digital asset management.  A Stripe company.,"US-based wallet infra powering 100M+ accounts, private, revenue/funding within range.",eval_strict20,2026-09-05T06:50:59.907063+05:30,,,,,,,
projectimagine.com,Project Imagine,,accept,United Kingdom,London,2,,21593299,2018,,"""The least digital progress has been made for the types of money that need the most assistance.""​   Project Imagine’s aim is to bring true innovation in financial services and financial wellness to all.   Project Imagine was founded by Aritra Chakravarty who previously spent over a decade at HSBC ac","UK challenger-bank style fintech; funding $21.6M fits required band, fits consumer self-serve category.",eval_angles20;eval_base20b;eval_or20;eval_strict20,2026-09-05T07:39:24.347143+05:30,,,,,,,
quirk.money,Quirk,,accept,United Kingdom,Moorgate,3,1100000,411859,2019,,"Quirk is the first financial platform built for Gen-Z, empowering them to build wealth early, their way. Quirk is a fully personalised app, using psychology, gamification, and social features, where Gen-Z can learn about, track and grow their money in one place.",UK Gen-Z finance app with self-serve signup; revenue within required $1M-$150M band.,eval_or20,2026-09-05T07:15:57.563725+05:30,,,,,,,
redoasisdating.com,Red Oasis dating,,accept,United Kingdom,Chelmsford,2,4911973,,,,"Red Oasis dating is a premium online dating site catering for mature dating, uniform dating and other types of online dating. We have over 3 million members registered with us so finding your perfect match is as easy as 123. Come in and browse for free online dating!","UK dating site with free browsing signup and $4.9M revenue, within required band and vertical.",eval_words20,2026-09-05T07:27:30.711057+05:30,,,,,,,
relayfi.com,Relay,,accept,Canada,Toronto,199,3400000,151608517,2018,,"Relay is digital banking built to give small business owners the tools and know-how to be great with money. By connecting accounts, cards, bills, invoices, capital, and more together in one place, Relay replaces financial guesswork with real visibility, helping owners turn cash flow from a constant ","Canadian SMB digital banking platform, self-serve neobanking; revenue and funding within required bands.",eval_angles20;eval_base20b;eval_or20;eval_words20,2026-09-05T07:43:14.371898+05:30,,,,,,,
revix.com,Revix,,accept,United Kingdom,,2,,10024524,2018,,"Revix is an intelligent investment management platform which allows anyone, anywhere to create a diversified portfolio or ""Bundle""​ of the world's top cryptocurrencies. Our Bundle Technology means that investors'​ Bundles are automatically rebalanced every month to ensure that they remain up to date","UK crypto investment platform, private, funding $10M fits band; self-serve signup evident.",eval_angles20;eval_or20;eval_words20,2026-09-05T07:46:02.65389+05:30,,,,,,,
scratchpay.com,Scratch Financial,,reject:excluded-type,United States,Los Angeles,83,2000000,68823213,2016,,"Scratch Financial offers access to simple, friendly payment plans without long-term commitments, membership fees, sign-up costs, or the need for hardware. Join over 12,000 practices that offer Scratch Plans nationwide* and in Canada. Ready to say yes to more patients? Becoming a partner takes only 6","US consumer payment-plan lending platform with revenue and funding within range, self-serve signup implied.",eval_angles20,2026-09-05T07:46:02.65389+05:30,,,,,,,
sidekickmoney.com,Sidekick,,,United Kingdom,London,16,1000000,,2022,,"Private Wealth, Unlocked. We're on a mission to unlock the financial advantages of the ultra wealthy.  1) Expertly managed portfolios managed by our in-house asset management team. 2) High Yield Savings: Market leading rates to make the most of your cash 3) Liquidity: Stay long term invested. We off",UK direct-to-consumer wealth and savings platform; revenue meets minimum threshold.,eval_words20,2026-09-05T07:31:11.208488+05:30,,,,,,,
spoko.app,Spoko.app,,accept,,,,,,,,,,eval_proof-ondato,2026-09-05T08:25:03.189259+05:30,,,,,,,
spritz.finance,Spritz Finance,,accept,United States,greenwich,5,1000000,,2022,,"Spritz is on a mission to connect Web3 users with real-world financial utility! We're building the bridges between TradFi and DeFi and make crypto off-ramps and IRL bill pay a breeze. Easily connect monthly expenses, including credit cards, mortgage, student loans, utility bills, and more, to any cr","Spritz connects individual Web3 users to bill pay via crypto wallets, a consumer self-serve crypto platform meeting all bands.",eval_base20b;eval_strict20;eval_words20,2026-09-05T06:43:30.175939+05:30,,,,,,,
successfulmatch.com,Successfulmatch,,accept,Canada,Vaughan,15,10000000,,2001,,"SuccessfulMatch is a provider of specialized dating networks helping customers find and interact with others within their specific niche. Our extensive range of over fifty different networks includes such niches as Interracial, Gay, Millionaires, Seniors and beyond. Each of our networks is supported",Canada-based dating network platform with affiliate-driven signup and $10M revenue within required range.,eval_base20b,2026-09-05T06:37:09.148885+05:30,,,,,,,
swan.com,Swan Bitcoin,Swan Bitcoin,accept,United States,Calabasas,58,,200500000,2019,,"Swan is a leading Bitcoin financial services company. The Swan app simplifies Bitcoin purchases with instant and recurring buys. Swan IRA provides a tax-advantaged solution for saving Bitcoin in retirement accounts. For HNWIs and businesses, Swan Private provides white-glove service for large purcha","US Bitcoin purchase app for consumers, self-serve signup; funding $200.5M fits $2M-$250M band.",eval_angles20;eval_base20b;eval_basep;eval_domainp;eval_or20;eval_profilep;eval_sizep;eval_sizep2;eval_strict20;eval_words20,2026-09-05T07:43:14.371898+05:30,Cory Klippsten,CEO,https://linkedin.com/in/coryklippsten,accept,"Calabasas, United States",verified,eval_basep;eval_domainp;eval_profilep
swan.com,Swan Bitcoin,Swan Bitcoin,accept,United States,Calabasas,58,,200500000,2019,,"Swan is a leading Bitcoin financial services company. The Swan app simplifies Bitcoin purchases with instant and recurring buys. Swan IRA provides a tax-advantaged solution for saving Bitcoin in retirement accounts. For HNWIs and businesses, Swan Private provides white-glove service for large purcha","US Bitcoin purchase app for consumers, self-serve signup; funding $200.5M fits $2M-$250M band.",eval_angles20;eval_base20b;eval_basep;eval_domainp;eval_or20;eval_profilep;eval_sizep;eval_sizep2;eval_strict20;eval_words20,2026-09-05T07:43:14.371898+05:30,Jeremy Showalter,Co-Founder,https://linkedin.com/in/jeremy-showalter-272424,accept,"Redmond, United States",verified,eval_basep;eval_domainp;eval_profilep
swipe.io,Swipe,,accept,United Kingdom,London,3,1500000,,2018,,"Swipe is a multi-asset digital wallet and Visa debit card platform designed to let users buy, sell and spend their cryptocurrencies. Swipe is headquartered in the Philippines with operations in the United Kingdom and Estonia which services European users. The Swipe platform enables users to spend cr",UK-serving crypto wallet/card for consumers; revenue 1.5M USD fits required revenue band.,eval_angles20;eval_base20b;eval_or20;eval_strict20;eval_words20,2026-09-05T07:46:02.65389+05:30,,,,,,,
swishfund.co.uk,Swishfund Ltd,,accept,United Kingdom,,7,,16739241,2018,,"Swishfund Ltd is an alternative lender providing term loans to small businesses in the UK. We are focussed on building the best customer experience through a combination of technology, human connections and understanding. Also, we lend only what is affordable, and we contribute to environmental and ",UK SME lender with automated 'computer says yes' decisioning and $16.7M funding fits the required band.,eval_angles20,2026-09-05T07:43:14.371898+05:30,,,,,,,
swoopfunding.com,Swoop Funding,SVV (Sure Valley Ventures),accept,United Kingdom,London,93,1700000,22814529,2018,,"Most business owners find out what funding they could've accessed about six months too late.  You're running a business. You don't have hours to spend decoding loan criteria, chasing banks that were never going to say yes, or wondering what's sitting in a corner of the market you haven't looked at y",UK SMB funding platform with automated self-serve matching; revenue and funding fall within required bands.,eval_base20b;eval_basep;eval_domainp;eval_or20;eval_profilep;eval_sizep;eval_sizep2;eval_strict20,2026-09-05T06:46:32.957951+05:30,Alastair Woods,Chief Financial Officer | Chief Product Officer,https://linkedin.com/in/alastairstuartwoods,accept,"London, United Kingdom",verified,eval_domainp;eval_sizep2
swoopfunding.com,Swoop Funding,SVV (Sure Valley Ventures),accept,United Kingdom,London,93,1700000,22814529,2018,,"Most business owners find out what funding they could've accessed about six months too late.  You're running a business. You don't have hours to spend decoding loan criteria, chasing banks that were never going to say yes, or wondering what's sitting in a corner of the market you haven't looked at y",UK SMB funding platform with automated self-serve matching; revenue and funding fall within required bands.,eval_base20b;eval_basep;eval_domainp;eval_or20;eval_profilep;eval_sizep;eval_sizep2;eval_strict20,2026-09-05T06:46:32.957951+05:30,Charlotte Forsberg,Head of Marketing / CMO,https://linkedin.com/in/charlotte-forsberg-86239312,accept,"London, United Kingdom",verified,eval_basep;eval_domainp;eval_profilep;eval_sizep2
taboo.io,Taboo Official,,accept,United Kingdom,England,1,,10000000,,,"Exceptional. Innovative. Exclusive.  Taboo is a leading platform in the adult entertainment industry, leveraging blockchain technology by offering a vast collection of high-quality content and fostering a supportive community of content creators and consumers.   The success of Taboo is attributed to",UK-based adult entertainment platform with community signup and $10M funding within the required raise band.,eval_base20b;eval_words20,2026-09-05T06:37:09.148885+05:30,,,,,,,
teaserssports.com,Compound Operators,Compound Operators,accept,,,,,,,,,,eval_basep;eval_domainp;eval_profilep;eval_sizep;eval_sizep2,2026-09-05T07:00:09.905598+05:30,"Samuel Esserman, CSM",Co-Founder | CTO,https://linkedin.com/in/samuel-esserman,reject:not-buyer,"United States, United States",verified,eval_domainp;eval_profilep;eval_sizep2
thesnackapp.com,Snack - Gen Z Dating,,accept,Canada,Vancouver,2,1200000,3489709,,,Well funded company creating a new app for Gen Z - join us on our journey!,Canada-based Gen Z dating app with self-serve signup; revenue and funding both within required bands.,eval_base20b;eval_words20,2026-09-05T06:43:30.175939+05:30,,,,,,,
thursday.com,Thursday,Thursday,accept,,,,,,,,,,eval_proof-ondato,2026-09-05T08:25:03.189259+05:30,George Rawlings,Co-Founder,https://linkedin.com/in/george-rawlings-32b726112,reject:not-buyer,"United Kingdom, United Kingdom",verified,eval_proof-ondato
thursday.com,Thursday,Thursday,accept,,,,,,,,,,eval_proof-ondato,2026-09-05T08:25:03.189259+05:30,Josh Hine,Head Of Growth Marketing,https://linkedin.com/in/joshhine,accept,"Maidstone, United Kingdom",verified,eval_proof-ondato
thursday.com,Thursday,Thursday,accept,,,,,,,,,,eval_proof-ondato,2026-09-05T08:25:03.189259+05:30,Matthew McNeill Love,Co-Founder,https://linkedin.com/in/matthewmcneilllove,reject:not-buyer,"London, United Kingdom",verified,eval_proof-ondato
thursday.com,Thursday,Thursday,accept,,,,,,,,,,eval_proof-ondato,2026-09-05T08:25:03.189259+05:30,Matthew Xavier Hunter,Founder,https://linkedin.com/in/matthew-xavier-hunter-73786966,reject:not-buyer,"Brooklyn, United States",verified,eval_proof-ondato
trezeo.com,Trezeo (Acquired by Monese),,reject:unreachable,Ireland,Dublin,1,1000000,,2016,,"In a world where a large and growing proportion of the workforce don’t have the usual safety net provided through traditional employment, Trezeo’s mission is to deliver inclusive financial services for independent workers to support their lives today and tomorrow. Trezeo membership provides a unique","Irish fintech membership app for gig workers, consumer self-serve; revenue $1M meets minimum band.",eval_base20b;eval_or20,2026-09-05T06:46:32.957951+05:30,,,,,,,
triver.com,Triver,,reject:excluded-type,United Kingdom,London,30,1000000,,2023,,"Triver provides small businesses with instant capital in a click. Using Open Banking, accounting data and AI models, we are revolutionising how small businesses can access finance.​  Our API-first platform is designed to be embedded with the digital service providers of the real economy (accounting ",UK embedded lending platform giving SMBs instant capital 'in a click'; revenue of $1M meets minimum band.,eval_base20b;eval_strict20,2026-09-05T06:46:32.957951+05:30,,,,,,,
tryflux.com,Flux,,reject:excluded-type,United Kingdom,London,1,3000000,9120000,2016,,"Flux is an award winning startup backed by leading London VC firms, PROFounders and Anthemis. At Flux, we believe in breaking new ground and solving problems based on first principles. We are on a mission to liberate the world's receipt data because we think it's insane that we still go from paying ","UK consumer receipt-data app, revenue 3M and funding 9.12M both within required band.",eval_angles20;eval_base20b;eval_or20,2026-09-05T07:39:24.347143+05:30,,,,,,,
vipplayapp.com,FuzeBox AI,,accept,,,,,,,,,,eval_basep;eval_domainp;eval_profilep;eval_sizep;eval_sizep2;eval_strict20,2026-09-05T07:00:09.905598+05:30,,,,,,,
weareferly.com,Ferly,,accept,United Kingdom,,4,1000000,,2018,,"At best, sex is a bit awkward – at worst, it’s taboo. But it shouldn’t be! This is why we’ve created an audio content app that encourages folx to discover what exactly sex means to them – how they feel about it and how they have it. Our mission is to empower every person to lead a life that is pleas","UK audio content app for sexual wellbeing, self-serve app signup, revenue $1M meets minimum threshold.",eval_words20,2026-09-05T07:27:30.711057+05:30,,,,,,,
withnosso.com,Nosso,,accept,United Kingdom,London,1,1000000,2818637,,,"Meet Nosso - the home for your family finances.  Bring your family's financial accounts into one secure app, making it easier than ever to track net worth, invest and reach your future goals.  When you invest, your money is at risk.","UK consumer finance app with revenue $1M and funding $2.8M, both within required bands.",eval_strict20,2026-09-05T06:57:56.923482+05:30,,,,,,,
ziglu.io,Ziglu,,accept,United Kingdom,London,6,9000000,31268695,2018,,"Traditional and digital currency managed seamlessly in one app. Money, done differently. The app you have been waiting for, with a use-anywhere card for spending (and lots of other services) coming soon.   ",UK crypto/currency consumer app with self-serve signup; revenue $9M and funding $31M both fit bands.,eval_base20b;eval_home20dbg;eval_or20;eval_proof-ondato;eval_strict20;eval_words20,2026-09-05T06:46:32.957951+05:30,,,,,,,
